image_urls,images,product_name,scraping_date,url
"https://images.salsify.com/image/upload/s--2SG6PCDp--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/wo37nokq7dyrmc88drjf.png","[{'url': 'https://images.salsify.com/image/upload/s--2SG6PCDp--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/wo37nokq7dyrmc88drjf.png', 'path': 'full/4cdc4f15e9b64e2d97a7e0c20adad7435ec5b5ef.jpg', 'checksum': '8d7cefeb5d89bdc016a06c5cd233a24d', 'status': 'downloaded'}]",Campbell’s® Condensed Disney Princess Chicken & Shaped Pasta Soup (4 pack),2023-09-26 16:04:25.108055,https://www.campbells.com/products/condensed/campbells-condensed-disney-princess-chicken-shaped-pasta-soup-4-pack/
"https://images.salsify.com/image/upload/s--mCLj6Wt0--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/cdbuxyqygzcs0aaknpiy.png","[{'url': 'https://images.salsify.com/image/upload/s--mCLj6Wt0--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/cdbuxyqygzcs0aaknpiy.png', 'path': 'full/bbb9c4feb452025be8b4edaa955becdce7ff5d8f.jpg', 'checksum': '9104029f36608b150c5c730f47216d01', 'status': 'downloaded'}]",Hearty Beef and Barley Soup,2023-09-26 16:05:03.242828,https://www.campbells.com/products/chunky/hearty-beef-barley-soup/
"https://images.salsify.com/image/upload/s--VNrEquWB--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/vxuprasu8uonl8ooety7.png","[{'url': 'https://images.salsify.com/image/upload/s--VNrEquWB--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/vxuprasu8uonl8ooety7.png', 'path': 'full/4bf4e5dac5c893a350aa3034db0b45e13ce34ffc.jpg', 'checksum': 'bbc3b0e9917e1b73f91198f2a8ac797d', 'status': 'downloaded'}]",Gluten Free Cream of Mushroom Soup,2023-09-26 16:05:15.662897,https://www.campbells.com/products/condensed/gluten-free-cream-of-mushroom-soup/
"https://images.salsify.com/image/upload/s--8vfzfUEv--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/sgq6hzkjgaos8idtu3ki.png","[{'url': 'https://images.salsify.com/image/upload/s--8vfzfUEv--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/sgq6hzkjgaos8idtu3ki.png', 'path': 'full/e437af8f077e5d446397b9678af8ea75f7cb194b.jpg', 'checksum': 'dfdb07e65d459189702cd0a2e52dfb92', 'status': 'downloaded'}]",Ghost Pepper Chicken Noodle Soup,2023-09-26 16:05:29.805119,https://www.campbells.com/products/chunky/ghost-pepper-chicken-noodle-soup/
"https://images.salsify.com/image/upload/s--E9mmQj2S--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/ml00fxyv0w9bqzl6uwio.png","[{'url': 'https://images.salsify.com/image/upload/s--E9mmQj2S--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/ml00fxyv0w9bqzl6uwio.png', 'path': 'full/2dbdb3aa5eef20e152aad35cb400b38a7b652071.jpg', 'checksum': 'f1febac0edc872d95e558f6ae69886ea', 'status': 'downloaded'}]",Garlic Honey Mustard Sauce,2023-09-26 16:05:40.592038,https://www.campbells.com/products/sauces/garlic-honey-mustard/
"https://images.salsify.com/image/upload/s--5L_hLT9k--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/rpk4tzfzggdulq7vuyp3.png","[{'url': 'https://images.salsify.com/image/upload/s--5L_hLT9k--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/rpk4tzfzggdulq7vuyp3.png', 'path': 'full/669b9afcdd51bf691bf58da46e7a087385afeef7.jpg', 'checksum': '69b328830a8fc57f3e31f8badf0fe2a8', 'status': 'downloaded'}]",Football Shaped Canned Pasta with Meatballs,2023-09-26 16:05:52.583806,https://www.campbells.com/products/spaghettios/football-shaped-spaghettios-with-meatballs/
"https://images.salsify.com/image/upload/s--_JXGvlsP--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/qqdm6lbj40cy8cabmigz.png","[{'url': 'https://images.salsify.com/image/upload/s--_JXGvlsP--/e_trim/h_700,w_700,c_pad,fl_keep_iptc.clip,g_center,f_auto/qqdm6lbj40cy8cabmigz.png', 'path': 'full/c54f35037ab4105bdccd1409b881296dabfe0386.jpg', 'checksum': '0d4471701f68161e4a07c6b0986873b0', 'status': 'downloaded'}]",Creamy Tomato Soup Microwavable Bowl,2023-09-26 16:06:03.039953,https://www.campbells.com/products/snacking-soups/creamy-tomato-soup-microwavable-bowl-2/
